YEAR,MONTH,DAY,SCHEDULED_DEPARTURE,DISTANCE,HOUR
2015,1,16,0,0,21
2015,1,16,0,0,22
2015,1,16,0,0,23
2015,1,17,0,0,0
2015,1,17,0,0,1
2015,1,17,0,0,2
2015,1,17,0,0,3
2015,1,17,0,0,4
2015,1,17,0,0,5
2015,1,17,0,0,6
2015,1,17,0,0,7
2015,1,17,0,0,8
2015,1,17,0,0,9
2015,1,17,0,0,11
2015,1,17,0,0,13
2015,1,17,0,0,14
2015,1,17,0,0,16
2015,1,17,0,0,19
2015,1,17,0,0,20
2015,1,17,0,0,21
2015,1,17,0,0,22
2015,1,17,0,0,23
2015,1,18,0,0,0
2015,1,18,0,0,1
2015,1,18,0,0,2
2015,1,18,0,0,3
2015,1,18,0,0,4
2015,1,18,0,0,5
2015,1,18,0,0,6
2015,1,18,0,0,7
2015,1,18,0,0,8
2015,1,18,0,0,11
2015,1,18,0,0,12
2015,1,18,0,0,13
2015,1,18,0,0,14
2015,1,18,0,0,16
2015,1,18,0,0,18
2015,1,18,0,0,20
2015,1,18,0,0,21
2015,1,18,0,0,22
2015,1,18,0,0,23
2015,1,19,0,0,0
2015,1,19,0,0,1
2015,1,19,0,0,2
2015,1,19,0,0,3
2015,1,19,0,0,4
2015,1,19,0,0,5
2015,1,19,0,0,6
2015,1,19,0,0,7
2015,1,19,0,0,8
2015,1,19,0,0,10
2015,1,19,0,0,12
2015,1,19,0,0,13
2015,1,19,0,0,15
2015,1,19,0,0,16
2015,1,19,0,0,19
2015,1,19,0,0,20
2015,1,19,0,0,21
2015,1,19,0,0,22
2015,1,19,0,0,23
2015,1,20,0,0,0
2015,1,20,0,0,1
2015,1,20,0,0,2
2015,1,20,0,0,3
2015,1,20,0,0,4
2015,1,20,0,0,5
2015,1,20,0,0,6
2015,1,20,0,0,7
2015,1,20,0,0,8
2015,1,20,0,0,10
2015,1,20,0,0,12
2015,1,20,0,0,13
2015,1,20,0,0,15
2015,1,20,0,0,16
2015,1,20,0,0,19
2015,1,20,0,0,20
2015,1,20,0,0,21
2015,1,20,0,0,22
2015,1,20,0,0,23
2015,1,21,0,0,0
2015,1,21,0,0,1
2015,1,21,0,0,2
2015,1,21,0,0,3
2015,1,21,0,0,4
2015,1,21,0,0,5
2015,1,21,0,0,6
2015,1,21,0,0,7
2015,1,21,0,0,8
2015,1,21,0,0,10
2015,1,21,0,0,12
2015,1,21,0,0,13
2015,1,21,0,0,15
2015,1,21,0,0,16
2015,1,21,0,0,19
2015,1,21,0,0,20
2015,1,21,0,0,21
2015,1,21,0,0,22
2015,1,21,0,0,23
2015,1,22,0,0,0
2015,1,22,0,0,1
2015,1,22,0,0,2
2015,1,22,0,0,3
2015,1,22,0,0,4
2015,1,22,0,0,5
2015,1,22,0,0,6
2015,1,22,0,0,7
2015,1,22,0,0,8
2015,1,22,0,0,10
2015,1,22,0,0,12
2015,1,22,0,0,13
2015,1,22,0,0,15
2015,1,22,0,0,16
2015,1,22,0,0,19
2015,1,22,0,0,20
2015,1,22,0,0,21
2015,1,22,0,0,22
2015,1,22,0,0,23
2015,1,23,0,0,0
2015,1,23,0,0,1
2015,1,23,0,0,2
2015,1,23,0,0,3
2015,1,23,0,0,4
2015,1,23,0,0,5
2015,1,23,0,0,6
2015,1,23,0,0,7
2015,1,23,0,0,8
2015,1,23,0,0,10
2015,1,23,0,0,12
2015,1,23,0,0,13
2015,1,23,0,0,15
2015,1,23,0,0,16
2015,1,23,0,0,19
2015,1,23,0,0,20
2015,1,23,0,0,21
2015,1,23,0,0,22
2015,1,23,0,0,23
2015,1,24,0,0,0
2015,1,24,0,0,1
2015,1,24,0,0,2
2015,1,24,0,0,3
2015,1,24,0,0,4
2015,1,24,0,0,5
2015,1,24,0,0,6
2015,1,24,0,0,7
2015,1,24,0,0,8
2015,1,24,0,0,9
2015,1,24,0,0,11
2015,1,24,0,0,13
2015,1,24,0,0,14
2015,1,24,0,0,16
2015,1,24,0,0,19
2015,1,24,0,0,20
2015,1,24,0,0,21
2015,1,24,0,0,22
2015,1,24,0,0,23
2015,1,25,0,0,0
2015,1,25,0,0,1
2015,1,25,0,0,2
2015,1,25,0,0,3
2015,1,25,0,0,4
2015,1,25,0,0,5
2015,1,25,0,0,6
2015,1,25,0,0,7
2015,1,25,0,0,8
2015,1,25,0,0,11
2015,1,25,0,0,12
2015,1,25,0,0,13
2015,1,25,0,0,14
2015,1,25,0,0,16
2015,1,25,0,0,18
2015,1,25,0,0,20
2015,1,25,0,0,21
2015,1,25,0,0,22
2015,1,25,0,0,23
2015,1,26,0,0,0
2015,1,26,0,0,1
2015,1,26,0,0,2
2015,1,26,0,0,3
2015,1,26,0,0,4
2015,1,26,0,0,5
2015,1,26,0,0,6
2015,1,26,0,0,7
2015,1,26,0,0,8
2015,1,26,0,0,10
2015,1,26,0,0,12
2015,1,26,0,0,13
2015,1,26,0,0,15
2015,1,26,0,0,16
2015,1,26,0,0,19
2015,1,26,0,0,20
2015,1,26,0,0,21
2015,1,26,0,0,22
2015,1,26,0,0,23
2015,1,27,0,0,0
2015,1,27,0,0,1
2015,1,27,0,0,2
2015,1,27,0,0,3
2015,1,27,0,0,4
2015,1,27,0,0,5
2015,1,27,0,0,6
2015,1,27,0,0,7
2015,1,27,0,0,8
2015,1,27,0,0,10
2015,1,27,0,0,12
2015,1,27,0,0,13
2015,1,27,0,0,15
2015,1,27,0,0,16
2015,1,27,0,0,19
2015,1,27,0,0,20
2015,1,27,0,0,21
2015,1,27,0,0,22
2015,1,27,0,0,23
2015,1,28,0,0,0
2015,1,28,0,0,1
2015,1,28,0,0,2
2015,1,28,0,0,3
2015,1,28,0,0,4
2015,1,28,0,0,5
2015,1,28,0,0,6
2015,1,28,0,0,7
2015,1,28,0,0,8
2015,1,28,0,0,10
2015,1,28,0,0,12
2015,1,28,0,0,13
2015,1,28,0,0,15
2015,1,28,0,0,16
2015,1,28,0,0,19
2015,1,28,0,0,20
2015,1,28,0,0,21
2015,1,28,0,0,22
2015,1,28,0,0,23
2015,1,29,0,0,0
2015,1,29,0,0,1
2015,1,29,0,0,2
2015,1,29,0,0,3
2015,1,29,0,0,4
2015,1,29,0,0,5
2015,1,29,0,0,6
2015,1,29,0,0,7
2015,1,29,0,0,8
2015,1,29,0,0,10
2015,1,29,0,0,12
2015,1,29,0,0,13
2015,1,29,0,0,15
2015,1,29,0,0,16
2015,1,29,0,0,19
2015,1,29,0,0,20
2015,1,29,0,0,21
2015,1,29,0,0,22
2015,1,29,0,0,23
2015,1,30,0,0,0
2015,1,30,0,0,1
2015,1,30,0,0,2
2015,1,30,0,0,3
2015,1,30,0,0,4
2015,1,30,0,0,5
2015,1,30,0,0,6
2015,1,30,0,0,7
2015,1,30,0,0,8
2015,1,30,0,0,10
2015,1,30,0,0,12
2015,1,30,0,0,13
2015,1,30,0,0,15
2015,1,30,0,0,16
2015,1,30,0,0,19
2015,1,30,0,0,20
2015,1,30,0,0,21
2015,1,30,0,0,22
2015,1,30,0,0,23
2015,1,31,0,0,0
2015,1,31,0,0,1
2015,1,31,0,0,2
2015,1,31,0,0,3
2015,1,31,0,0,4
2015,1,31,0,0,5
2015,1,31,0,0,6
2015,1,31,0,0,7
2015,1,31,0,0,8
2015,1,31,0,0,9
2015,1,31,0,0,11
2015,1,31,0,0,13
2015,1,31,0,0,14
2015,1,31,0,0,16
2015,1,31,0,0,19
2015,1,31,0,0,20
2015,1,31,0,0,21
2015,1,31,0,0,22
2015,1,31,0,0,23
2015,2,1,0,0,0
2015,2,1,0,0,1
2015,2,1,0,0,2
2015,2,1,0,0,3
2015,2,1,0,0,4
2015,2,1,0,0,5
2015,2,1,0,0,6
2015,2,1,0,0,7
2015,2,1,0,0,8
2015,2,1,0,0,11
2015,2,1,0,0,12
2015,2,1,0,0,13
2015,2,1,0,0,14
2015,2,1,0,0,16
2015,2,1,0,0,18
2015,2,1,0,0,20
2015,2,1,0,0,21
2015,2,1,0,0,22
2015,2,1,0,0,23
2015,2,2,0,0,0
2015,2,2,0,0,1
2015,2,2,0,0,2
2015,2,2,0,0,3
2015,2,2,0,0,4
2015,2,2,0,0,5
2015,2,2,0,0,6
2015,2,2,0,0,7
2015,2,2,0,0,8
2015,2,2,0,0,10
2015,2,2,0,0,12
2015,2,2,0,0,13
2015,2,2,0,0,15
2015,2,2,0,0,16
2015,2,2,0,0,19
2015,2,2,0,0,20
2015,2,2,0,0,21
2015,2,2,0,0,22
2015,2,2,0,0,23
2015,2,3,0,0,0
2015,2,3,0,0,1
2015,2,3,0,0,2
2015,2,3,0,0,3
2015,2,3,0,0,4
2015,2,3,0,0,5
2015,2,3,0,0,6
2015,2,3,0,0,7
2015,2,3,0,0,8
2015,2,3,0,0,10
2015,2,3,0,0,12
2015,2,3,0,0,13
2015,2,3,0,0,15
2015,2,3,0,0,16
2015,2,3,0,0,19
2015,2,3,0,0,20
2015,2,3,0,0,21
2015,2,3,0,0,22
2015,2,3,0,0,23
2015,2,4,0,0,0
2015,2,4,0,0,1
2015,2,4,0,0,2
2015,2,4,0,0,3
2015,2,4,0,0,4
2015,2,4,0,0,5
2015,2,4,0,0,6
2015,2,4,0,0,7
2015,2,4,0,0,8
2015,2,4,0,0,10
2015,2,4,0,0,12
2015,2,4,0,0,13
2015,2,4,0,0,15
2015,2,4,0,0,16
2015,2,4,0,0,19
2015,2,4,0,0,20
2015,2,4,0,0,21
2015,2,4,0,0,22
2015,2,4,0,0,23
2015,2,5,0,0,0
2015,2,5,0,0,1
2015,2,5,0,0,2
2015,2,5,0,0,3
2015,2,5,0,0,4
2015,2,5,0,0,5
2015,2,5,0,0,6
2015,2,5,0,0,7
2015,2,5,0,0,8
2015,2,5,0,0,10
2015,2,5,0,0,12
2015,2,5,0,0,13
2015,2,5,0,0,15
2015,2,5,0,0,16
2015,2,5,0,0,19
2015,2,5,0,0,20
2015,2,5,0,0,21
2015,2,5,0,0,22
2015,2,5,0,0,23
2015,2,6,0,0,0
2015,2,6,0,0,1
2015,2,6,0,0,2
2015,2,6,0,0,3
2015,2,6,0,0,4
2015,2,6,0,0,5
2015,2,6,0,0,6
2015,2,6,0,0,7
2015,2,6,0,0,8
2015,2,6,0,0,10
2015,2,6,0,0,12
2015,2,6,0,0,13
2015,2,6,0,0,15
2015,2,6,0,0,16
2015,2,6,0,0,19
2015,2,6,0,0,20
2015,2,6,0,0,21
2015,2,6,0,0,22
2015,2,6,0,0,23
2015,2,7,0,0,0
2015,2,7,0,0,1
2015,2,7,0,0,2
2015,2,7,0,0,3
2015,2,7,0,0,4
2015,2,7,0,0,5
2015,2,7,0,0,6
2015,2,7,0,0,7
2015,2,7,0,0,8
2015,2,7,0,0,9
2015,2,7,0,0,11
2015,2,7,0,0,13
2015,2,7,0,0,14
2015,2,7,0,0,16
2015,2,7,0,0,19
2015,2,7,0,0,20
2015,2,7,0,0,21
2015,2,7,0,0,22
2015,2,7,0,0,23
2015,2,8,0,0,0
2015,2,8,0,0,1
2015,2,8,0,0,2
2015,2,8,0,0,3
2015,2,8,0,0,4
2015,2,8,0,0,5
2015,2,8,0,0,6
2015,2,8,0,0,7
2015,2,8,0,0,8
2015,2,8,0,0,11
2015,2,8,0,0,12
2015,2,8,0,0,13
2015,2,8,0,0,14
2015,2,8,0,0,16
2015,2,8,0,0,18
2015,2,8,0,0,20
2015,2,8,0,0,21
2015,2,8,0,0,22
2015,2,8,0,0,23
2015,2,9,0,0,0
2015,2,9,0,0,1
2015,2,9,0,0,2
2015,2,9,0,0,3
2015,2,9,0,0,4
2015,2,9,0,0,5
2015,2,9,0,0,6
2015,2,9,0,0,7
2015,2,9,0,0,8
2015,2,9,0,0,10
2015,2,9,0,0,12
2015,2,9,0,0,13
2015,2,9,0,0,15
2015,2,9,0,0,16
2015,2,9,0,0,19
2015,2,9,0,0,20
2015,2,9,0,0,21
2015,2,9,0,0,22
2015,2,9,0,0,23
2015,2,10,0,0,0
2015,2,10,0,0,1
2015,2,10,0,0,2
2015,2,10,0,0,3
2015,2,10,0,0,4
2015,2,10,0,0,5
2015,2,10,0,0,6
2015,2,10,0,0,7
2015,2,10,0,0,8
2015,2,10,0,0,10
2015,2,10,0,0,12
2015,2,10,0,0,13
2015,2,10,0,0,15
2015,2,10,0,0,16
2015,2,10,0,0,19
2015,2,10,0,0,20
2015,2,10,0,0,21
2015,2,10,0,0,22
2015,2,10,0,0,23
2015,2,11,0,0,0
2015,2,11,0,0,1
2015,2,11,0,0,2
2015,2,11,0,0,3
2015,2,11,0,0,4
2015,2,11,0,0,5
2015,2,11,0,0,6
2015,2,11,0,0,7
2015,2,11,0,0,8
2015,2,11,0,0,10
2015,2,11,0,0,12
2015,2,11,0,0,13
2015,2,11,0,0,15
2015,2,11,0,0,16
2015,2,11,0,0,19
2015,2,11,0,0,20
2015,2,11,0,0,21
2015,2,11,0,0,22
2015,2,11,0,0,23
2015,2,12,0,0,0
2015,2,12,0,0,1
2015,2,12,0,0,2
2015,2,12,0,0,3
2015,2,12,0,0,4
2015,2,12,0,0,5
2015,2,12,0,0,6
2015,2,12,0,0,7
2015,2,12,0,0,8
2015,2,12,0,0,10
2015,2,12,0,0,12
2015,2,12,0,0,13
2015,2,12,0,0,15
2015,2,12,0,0,16
2015,2,12,0,0,19
2015,2,12,0,0,20
2015,2,12,0,0,21
2015,2,12,0,0,22
2015,2,12,0,0,23
2015,2,13,0,0,0
2015,2,13,0,0,1
2015,2,13,0,0,2
2015,2,13,0,0,3
2015,2,13,0,0,4
2015,2,13,0,0,5
2015,2,13,0,0,6
2015,2,13,0,0,7
2015,2,13,0,0,8
2015,2,13,0,0,10
2015,2,13,0,0,12
2015,2,13,0,0,13
2015,2,13,0,0,15
2015,2,13,0,0,16
2015,2,13,0,0,19
2015,2,13,0,0,20
2015,2,13,0,0,21
2015,2,13,0,0,22
2015,2,13,0,0,23
2015,2,14,0,0,0
2015,2,14,0,0,1
2015,2,14,0,0,2
2015,2,14,0,0,3
2015,2,14,0,0,4
2015,2,14,0,0,5
2015,2,14,0,0,7
2015,2,14,0,0,8
2015,2,14,0,0,9
2015,2,14,0,0,10
2015,2,14,0,0,12
2015,2,14,0,0,13
2015,2,14,0,0,14
2015,2,14,0,0,15
2015,2,14,0,0,16
2015,2,14,0,0,19
2015,2,14,0,0,20
2015,2,14,0,0,21
2015,2,14,0,0,22
2015,2,14,0,0,23
2015,2,15,0,0,0
2015,2,15,0,0,1
2015,2,15,0,0,2
2015,2,15,0,0,3
2015,2,15,0,0,4
2015,2,15,0,0,5
2015,2,15,0,0,6
2015,2,15,0,0,7
2015,2,15,0,0,9
2015,2,15,0,0,10
2015,2,15,0,0,12
2015,2,15,0,0,13
2015,2,15,0,0,15
2015,2,15,0,0,16
2015,2,15,0,0,19
2015,2,15,0,0,20
2015,2,15,0,0,21
2015,2,15,0,0,22
2015,2,15,0,0,23
2015,2,16,0,0,0
2015,2,16,0,0,1
2015,2,16,0,0,2
2015,2,16,0,0,3
2015,2,16,0,0,4
2015,2,16,0,0,5
2015,2,16,0,0,6
2015,2,16,0,0,7
2015,2,16,0,0,8
2015,2,16,0,0,10
2015,2,16,0,0,12
2015,2,16,0,0,13
2015,2,16,0,0,15
2015,2,16,0,0,16
2015,2,16,0,0,19
2015,2,16,0,0,20
2015,2,16,0,0,21
2015,2,16,0,0,22
2015,2,16,0,0,23
2015,2,17,0,0,0
2015,2,17,0,0,1
2015,2,17,0,0,2
2015,2,17,0,0,3
2015,2,17,0,0,4
2015,2,17,0,0,5
2015,2,17,0,0,6
2015,2,17,0,0,7
2015,2,17,0,0,8
2015,2,17,0,0,10
2015,2,17,0,0,12
2015,2,17,0,0,13
2015,2,17,0,0,15
2015,2,17,0,0,16
2015,2,17,0,0,19
2015,2,17,0,0,20
2015,2,17,0,0,21
2015,2,17,0,0,22
2015,2,17,0,0,23
2015,2,18,0,0,0
2015,2,18,0,0,1
2015,2,18,0,0,2
2015,2,18,0,0,3
2015,2,18,0,0,4
2015,2,18,0,0,5
2015,2,18,0,0,6
2015,2,18,0,0,7
2015,2,18,0,0,8
2015,2,18,0,0,10
2015,2,18,0,0,12
2015,2,18,0,0,13
2015,2,18,0,0,15
2015,2,18,0,0,16
2015,2,18,0,0,19
2015,2,18,0,0,20
2015,2,18,0,0,21
2015,2,18,0,0,22
2015,2,18,0,0,23
2015,2,19,0,0,0
2015,2,19,0,0,1
2015,2,19,0,0,2
2015,2,19,0,0,3
2015,2,19,0,0,4
2015,2,19,0,0,5
2015,2,19,0,0,6
2015,2,19,0,0,7
2015,2,19,0,0,8
2015,2,19,0,0,10
2015,2,19,0,0,12
2015,2,19,0,0,13
2015,2,19,0,0,15
2015,2,19,0,0,16
2015,2,19,0,0,19
2015,2,19,0,0,20
2015,2,19,0,0,21
2015,2,19,0,0,22
2015,2,19,0,0,23
2015,2,20,0,0,0
2015,2,20,0,0,1
2015,2,20,0,0,2
2015,2,20,0,0,3
2015,2,20,0,0,4
2015,2,20,0,0,5
2015,2,20,0,0,6
2015,2,20,0,0,7
2015,2,20,0,0,8
2015,2,20,0,0,10
2015,2,20,0,0,12
2015,2,20,0,0,13
2015,2,20,0,0,15
2015,2,20,0,0,16
2015,2,20,0,0,19
2015,2,20,0,0,20
2015,2,20,0,0,21
2015,2,20,0,0,22
2015,2,20,0,0,23
2015,2,21,0,0,0
2015,2,21,0,0,1
2015,2,21,0,0,2
2015,2,21,0,0,3
2015,2,21,0,0,4
2015,2,21,0,0,5
2015,2,21,0,0,7
2015,2,21,0,0,8
2015,2,21,0,0,9
2015,2,21,0,0,10
2015,2,21,0,0,12
2015,2,21,0,0,13
2015,2,21,0,0,14
2015,2,21,0,0,15
2015,2,21,0,0,16
2015,2,21,0,0,19
2015,2,21,0,0,20
2015,2,21,0,0,21
2015,2,21,0,0,22
2015,2,21,0,0,23
2015,2,22,0,0,0
2015,2,22,0,0,1
2015,2,22,0,0,2
2015,2,22,0,0,3
2015,2,22,0,0,4
2015,2,22,0,0,5
2015,2,22,0,0,6
2015,2,22,0,0,7
2015,2,22,0,0,9
2015,2,22,0,0,10
2015,2,22,0,0,12
2015,2,22,0,0,13
2015,2,22,0,0,15
2015,2,22,0,0,16
2015,2,22,0,0,19
2015,2,22,0,0,20
2015,2,22,0,0,21
2015,2,22,0,0,22
2015,2,22,0,0,23
2015,2,23,0,0,0
2015,2,23,0,0,1
2015,2,23,0,0,2
2015,2,23,0,0,3
2015,2,23,0,0,4
2015,2,23,0,0,5
2015,2,23,0,0,6
2015,2,23,0,0,7
2015,2,23,0,0,8
2015,2,23,0,0,10
2015,2,23,0,0,12
2015,2,23,0,0,13
2015,2,23,0,0,15
2015,2,23,0,0,16
2015,2,23,0,0,19
2015,2,23,0,0,20
2015,2,23,0,0,21
2015,2,23,0,0,22
2015,2,23,0,0,23
2015,2,24,0,0,0
2015,2,24,0,0,1
2015,2,24,0,0,2
2015,2,24,0,0,3
2015,2,24,0,0,4
2015,2,24,0,0,5
2015,2,24,0,0,6
2015,2,24,0,0,7
2015,2,24,0,0,8
2015,2,24,0,0,10
2015,2,24,0,0,12
2015,2,24,0,0,13
2015,2,24,0,0,15
2015,2,24,0,0,16
2015,2,24,0,0,19
2015,2,24,0,0,20
2015,2,24,0,0,21
2015,2,24,0,0,22
2015,2,24,0,0,23
2015,2,25,0,0,0
2015,2,25,0,0,1
2015,2,25,0,0,2
2015,2,25,0,0,3
2015,2,25,0,0,4
2015,2,25,0,0,5
2015,2,25,0,0,6
2015,2,25,0,0,7
2015,2,25,0,0,8
2015,2,25,0,0,10
2015,2,25,0,0,12
2015,2,25,0,0,13
2015,2,25,0,0,15
2015,2,25,0,0,16
2015,2,25,0,0,19
2015,2,25,0,0,20
2015,2,25,0,0,21
2015,2,25,0,0,22
2015,2,25,0,0,23
2015,2,26,0,0,0
2015,2,26,0,0,1
2015,2,26,0,0,2
2015,2,26,0,0,3
2015,2,26,0,0,4
2015,2,26,0,0,5
2015,2,26,0,0,6
2015,2,26,0,0,7
2015,2,26,0,0,8
2015,2,26,0,0,10
2015,2,26,0,0,12
2015,2,26,0,0,13
2015,2,26,0,0,15
2015,2,26,0,0,16
2015,2,26,0,0,19
2015,2,26,0,0,20
2015,2,26,0,0,21
2015,2,26,0,0,22
2015,2,26,0,0,23
2015,2,27,0,0,0
2015,2,27,0,0,1
2015,2,27,0,0,2
2015,2,27,0,0,3
2015,2,27,0,0,4
2015,2,27,0,0,5
2015,2,27,0,0,6
2015,2,27,0,0,7
2015,2,27,0,0,8
2015,2,27,0,0,10
2015,2,27,0,0,12
2015,2,27,0,0,13
2015,2,27,0,0,15
2015,2,27,0,0,16
2015,2,27,0,0,19
2015,2,27,0,0,20
2015,2,27,0,0,21
2015,2,27,0,0,22
2015,2,27,0,0,23
2015,2,28,0,0,0
2015,2,28,0,0,1
2015,2,28,0,0,2
2015,2,28,0,0,3
2015,2,28,0,0,4
2015,2,28,0,0,5
2015,2,28,0,0,7
2015,2,28,0,0,8
2015,2,28,0,0,9
2015,2,28,0,0,10
2015,2,28,0,0,12
2015,2,28,0,0,13
2015,2,28,0,0,14
2015,2,28,0,0,15
2015,2,28,0,0,16
2015,2,28,0,0,19
2015,2,28,0,0,20
2015,2,28,0,0,21
2015,2,28,0,0,22
2015,2,28,0,0,23
2015,3,1,0,0,0
2015,3,1,0,0,1
2015,3,1,0,0,2
2015,3,1,0,0,3
2015,3,1,0,0,4
2015,3,1,0,0,5
2015,3,1,0,0,6
2015,3,1,0,0,7
2015,3,1,0,0,9
2015,3,1,0,0,10
2015,3,1,0,0,12
2015,3,1,0,0,13
2015,3,1,0,0,15
2015,3,1,0,0,16
2015,3,1,0,0,19
2015,3,1,0,0,20
2015,3,1,0,0,21
2015,3,1,0,0,22
2015,3,1,0,0,23
2015,3,2,0,0,0
2015,3,2,0,0,1
2015,3,2,0,0,2
2015,3,2,0,0,3
2015,3,2,0,0,4
2015,3,2,0,0,5
2015,3,2,0,0,6
2015,3,2,0,0,7
2015,3,2,0,0,8
2015,3,2,0,0,10
2015,3,2,0,0,12
2015,3,2,0,0,13
2015,3,2,0,0,15
2015,3,2,0,0,16
2015,3,2,0,0,19
2015,3,2,0,0,20
2015,3,2,0,0,21
2015,3,2,0,0,22
2015,3,2,0,0,23
2015,3,3,0,0,0
2015,3,3,0,0,1
2015,3,3,0,0,2
2015,3,3,0,0,3
2015,3,3,0,0,4
2015,3,3,0,0,5
2015,3,3,0,0,6
2015,3,3,0,0,7
2015,3,3,0,0,8
2015,3,3,0,0,10
2015,3,3,0,0,12
2015,3,3,0,0,13
2015,3,3,0,0,15
2015,3,3,0,0,16
2015,3,3,0,0,19
2015,3,3,0,0,20
2015,3,3,0,0,21
2015,3,3,0,0,22
2015,3,3,0,0,23
2015,3,4,0,0,0
2015,3,4,0,0,1
2015,3,4,0,0,2
2015,3,4,0,0,3
2015,3,4,0,0,4
2015,3,4,0,0,5
2015,3,4,0,0,6
2015,3,4,0,0,7
2015,3,4,0,0,8
2015,3,4,0,0,10
2015,3,4,0,0,12
2015,3,4,0,0,13
2015,3,4,0,0,15
2015,3,4,0,0,16
2015,3,4,0,0,19
2015,3,4,0,0,20
2015,3,4,0,0,21
2015,3,4,0,0,22
2015,3,4,0,0,23
2015,3,5,0,0,0
2015,3,5,0,0,1
2015,3,5,0,0,2
2015,3,5,0,0,3
2015,3,5,0,0,4
2015,3,5,0,0,5
2015,3,5,0,0,6
2015,3,5,0,0,7
2015,3,5,0,0,8
2015,3,5,0,0,10
2015,3,5,0,0,12
2015,3,5,0,0,13
2015,3,5,0,0,14
2015,3,5,0,0,16
2015,3,5,0,0,17
2015,3,5,0,0,18
2015,3,5,0,0,20
2015,3,5,0,0,21
2015,3,5,0,0,22
2015,3,5,0,0,23
2015,3,6,0,0,0
2015,3,6,0,0,1
2015,3,6,0,0,2
2015,3,6,0,0,3
2015,3,6,0,0,4
2015,3,6,0,0,5
2015,3,6,0,0,6
2015,3,6,0,0,7
2015,3,6,0,0,8
2015,3,6,0,0,10
2015,3,6,0,0,12
2015,3,6,0,0,13
2015,3,6,0,0,14
2015,3,6,0,0,16
2015,3,6,0,0,17
2015,3,6,0,0,18
2015,3,6,0,0,20
2015,3,6,0,0,21
2015,3,6,0,0,22
2015,3,6,0,0,23
2015,3,7,0,0,0
2015,3,7,0,0,1
2015,3,7,0,0,2
2015,3,7,0,0,3
2015,3,7,0,0,4
2015,3,7,0,0,6
2015,3,7,0,0,7
2015,3,7,0,0,8
2015,3,7,0,0,9
2015,3,7,0,0,10
2015,3,7,0,0,12
2015,3,7,0,0,13
2015,3,7,0,0,14
2015,3,7,0,0,16
2015,3,7,0,0,17
2015,3,7,0,0,18
2015,3,7,0,0,20
2015,3,7,0,0,21
2015,3,7,0,0,22
2015,3,7,0,0,23
2015,3,8,0,0,0
2015,3,8,0,0,1
2015,3,8,0,0,2
2015,3,8,0,0,3
2015,3,8,0,0,4
2015,3,8,0,0,5
2015,3,8,0,0,6
2015,3,8,0,0,7
2015,3,8,0,0,8
2015,3,8,0,0,10
2015,3,8,0,0,12
2015,3,8,0,0,13
2015,3,8,0,0,14
2015,3,8,0,0,16
2015,3,8,0,0,17
2015,3,8,0,0,18
2015,3,8,0,0,20
2015,3,8,0,0,21
2015,3,8,0,0,22
2015,3,8,0,0,23
2015,3,9,0,0,0
2015,3,9,0,0,1
2015,3,9,0,0,2
2015,3,9,0,0,3
2015,3,9,0,0,4
2015,3,9,0,0,5
2015,3,9,0,0,6
2015,3,9,0,0,7
2015,3,9,0,0,8
2015,3,9,0,0,10
2015,3,9,0,0,12
2015,3,9,0,0,13
2015,3,9,0,0,14
2015,3,9,0,0,16
2015,3,9,0,0,17
2015,3,9,0,0,18
2015,3,9,0,0,20
2015,3,9,0,0,21
2015,3,9,0,0,22
2015,3,9,0,0,23
2015,3,10,0,0,0
2015,3,10,0,0,1
2015,3,10,0,0,2
2015,3,10,0,0,3
2015,3,10,0,0,4
2015,3,10,0,0,5
2015,3,10,0,0,6
2015,3,10,0,0,7
2015,3,10,0,0,8
2015,3,10,0,0,10
2015,3,10,0,0,12
2015,3,10,0,0,13
2015,3,10,0,0,14
2015,3,10,0,0,16
2015,3,10,0,0,17
2015,3,10,0,0,18
2015,3,10,0,0,20
2015,3,10,0,0,21
2015,3,10,0,0,22
2015,3,10,0,0,23
2015,3,11,0,0,0
2015,3,11,0,0,1
2015,3,11,0,0,2
2015,3,11,0,0,3
2015,3,11,0,0,4
2015,3,11,0,0,5
2015,3,11,0,0,6
2015,3,11,0,0,7
2015,3,11,0,0,8
2015,3,11,0,0,10
2015,3,11,0,0,12
2015,3,11,0,0,13
2015,3,11,0,0,14
2015,3,11,0,0,16
2015,3,11,0,0,17
2015,3,11,0,0,18
2015,3,11,0,0,20
2015,3,11,0,0,21
2015,3,11,0,0,22
2015,3,11,0,0,23
2015,3,12,0,0,0
2015,3,12,0,0,1
2015,3,12,0,0,2
2015,3,12,0,0,3
2015,3,12,0,0,4
2015,3,12,0,0,5
2015,3,12,0,0,6
2015,3,12,0,0,7
2015,3,12,0,0,8
2015,3,12,0,0,10
2015,3,12,0,0,12
2015,3,12,0,0,13
2015,3,12,0,0,14
2015,3,12,0,0,16
2015,3,12,0,0,17
2015,3,12,0,0,18
2015,3,12,0,0,20
2015,3,12,0,0,21
2015,3,12,0,0,22
2015,3,12,0,0,23
2015,3,13,0,0,0
2015,3,13,0,0,1
2015,3,13,0,0,2
2015,3,13,0,0,3
2015,3,13,0,0,4
2015,3,13,0,0,5
2015,3,13,0,0,6
2015,3,13,0,0,7
2015,3,13,0,0,8
2015,3,13,0,0,10
2015,3,13,0,0,12
2015,3,13,0,0,13
2015,3,13,0,0,14
2015,3,13,0,0,16
